t,d
12.86,d
12.64,u
12.69,d
12.69,u
12.69,d
12.86,u
12.96,d
12.77,u
12.63,d
12.70,u
12.87,d
12.81,u
12.76,d
13.00,u
12.83,d
12.84,u
12.81,d
12.91,u
12.66,d
13.00,u
